method,note_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention
Raw prompt,physionet-relabeled-train-0252,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0253,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0254,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0255,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0256,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0257,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0258,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0259,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0260,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0261,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0262,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0263,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0264,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0265,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0266,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0267,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0268,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0269,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0270,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0271,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0272,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0273,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0274,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0275,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0276,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0277,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0278,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0279,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0280,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0281,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0282,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0283,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0284,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0285,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0286,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0287,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0288,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0289,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0290,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0291,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0292,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0293,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0294,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0295,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0296,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0297,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0298,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0299,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0300,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0301,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0302,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0303,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0304,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0305,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0306,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0307,physionet-train,8,0,0,0,8,100.0,1.000
Raw prompt,physionet-relabeled-train-0308,physionet-train,8,0,0,0,8,100.0,1.000
