method,note_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention
Raw prompt,ai4privacy-41820A,ai4privacy-test,5,0,0,0,5,100.0,1.000
Raw prompt,ai4privacy-41821B,ai4privacy-test,10,0,0,0,10,100.0,1.000
Raw prompt,ai4privacy-41823C,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41824A,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-41826A,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41843C,ai4privacy-test,7,0,0,0,7,100.0,1.000
Raw prompt,ai4privacy-41854A,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-41854B,ai4privacy-test,4,0,0,0,4,100.0,1.000
Raw prompt,ai4privacy-41857B,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41857C,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41860C,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-41861B,ai4privacy-test,9,0,0,0,9,100.0,1.000
Raw prompt,ai4privacy-41862C,ai4privacy-test,4,0,0,0,4,100.0,1.000
Raw prompt,ai4privacy-41869B,ai4privacy-test,14,0,0,0,14,100.0,1.000
Raw prompt,ai4privacy-41875C,ai4privacy-test,14,0,0,0,14,100.0,1.000
Raw prompt,ai4privacy-41876D,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41883A,ai4privacy-test,8,0,0,0,8,100.0,1.000
Raw prompt,ai4privacy-41887E,ai4privacy-test,4,0,0,0,4,100.0,1.000
Raw prompt,ai4privacy-41890D,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-41890E,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-41892A,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-41892B,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-41897C,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41905C,ai4privacy-test,6,0,0,0,6,100.0,1.000
Raw prompt,ai4privacy-41908A,ai4privacy-test,9,0,0,0,9,100.0,1.000
Raw prompt,ai4privacy-41930A,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-41937B,ai4privacy-test,14,0,0,0,14,100.0,1.000
Raw prompt,ai4privacy-41945B,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-41954A,ai4privacy-test,10,0,0,0,10,100.0,1.000
Raw prompt,ai4privacy-41954B,ai4privacy-test,7,0,0,0,7,100.0,1.000
Raw prompt,ai4privacy-41958B,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-41961A,ai4privacy-test,8,0,0,0,8,100.0,1.000
Raw prompt,ai4privacy-41974C,ai4privacy-test,17,0,0,0,17,100.0,1.000
Raw prompt,ai4privacy-41977B,ai4privacy-test,3,0,0,0,3,100.0,1.000
Raw prompt,ai4privacy-41983A,ai4privacy-test,5,0,0,0,5,100.0,1.000
Raw prompt,ai4privacy-41983C,ai4privacy-test,16,0,0,0,16,100.0,1.000
Raw prompt,ai4privacy-41986C,ai4privacy-test,7,0,0,0,7,100.0,1.000
Raw prompt,ai4privacy-41991A,ai4privacy-test,3,0,0,0,3,100.0,1.000
Raw prompt,ai4privacy-41991C,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-41994,ai4privacy-test,10,0,0,0,10,100.0,1.000
Raw prompt,ai4privacy-41996A,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-42000B,ai4privacy-test,7,0,0,0,7,100.0,1.000
Raw prompt,ai4privacy-42016D,ai4privacy-test,8,0,0,0,8,100.0,1.000
Raw prompt,ai4privacy-42029C,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-42039A,ai4privacy-test,8,0,0,0,8,100.0,1.000
Raw prompt,ai4privacy-42040A,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-42044A,ai4privacy-test,7,0,0,0,7,100.0,1.000
Raw prompt,ai4privacy-42049,ai4privacy-test,11,0,0,0,11,100.0,1.000
Raw prompt,ai4privacy-42050C,ai4privacy-test,12,0,0,0,12,100.0,1.000
Raw prompt,ai4privacy-42056B,ai4privacy-test,3,0,0,0,3,100.0,1.000
Raw prompt,ai4privacy-42058C,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-42061C,ai4privacy-test,3,0,0,0,3,100.0,1.000
Raw prompt,ai4privacy-42074B,ai4privacy-test,10,0,0,0,10,100.0,1.000
Raw prompt,ai4privacy-42075A,ai4privacy-test,3,0,0,0,3,100.0,1.000
Raw prompt,ai4privacy-42078A,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-42085B,ai4privacy-test,12,0,0,0,12,100.0,1.000
Raw prompt,ai4privacy-42087B,ai4privacy-test,9,0,0,0,9,100.0,1.000
Raw prompt,ai4privacy-42087C,ai4privacy-test,7,0,0,0,7,100.0,1.000
Raw prompt,ai4privacy-42106D,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-42108B,ai4privacy-test,14,0,0,0,14,100.0,1.000
Raw prompt,ai4privacy-42109B,ai4privacy-test,11,0,0,0,11,100.0,1.000
Raw prompt,ai4privacy-42121A,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-42140A,ai4privacy-test,5,0,0,0,5,100.0,1.000
Raw prompt,ai4privacy-42141,ai4privacy-test,29,0,0,0,29,100.0,1.000
Raw prompt,ai4privacy-42144C,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-42146B,ai4privacy-test,23,0,0,0,23,100.0,1.000
Raw prompt,ai4privacy-42147F,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-42150A,ai4privacy-test,8,0,0,0,8,100.0,1.000
Raw prompt,ai4privacy-42152A,ai4privacy-test,8,0,0,0,8,100.0,1.000
Raw prompt,ai4privacy-42154A,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-42169A,ai4privacy-test,11,0,0,0,11,100.0,1.000
Raw prompt,ai4privacy-42177B,ai4privacy-test,17,0,0,0,17,100.0,1.000
Raw prompt,ai4privacy-42183C,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-42189A,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-42192B,ai4privacy-test,16,0,0,0,16,100.0,1.000
Raw prompt,ai4privacy-42200A,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-42204A,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-42206D,ai4privacy-test,1,0,0,0,1,100.0,1.000
Raw prompt,ai4privacy-42208B,ai4privacy-test,5,0,0,0,5,100.0,1.000
Raw prompt,ai4privacy-42209A,ai4privacy-test,12,0,0,0,12,100.0,1.000
Raw prompt,ai4privacy-42212E,ai4privacy-test,10,0,0,0,10,100.0,1.000
Raw prompt,ai4privacy-42218E,ai4privacy-test,0,0,0,0,0,0.0,1.000
Raw prompt,ai4privacy-42218F,ai4privacy-test,5,0,0,0,5,100.0,1.000
Raw prompt,ai4privacy-42218S,ai4privacy-test,2,0,0,0,2,100.0,1.000
Raw prompt,ai4privacy-42221C,ai4privacy-test,4,0,0,0,4,100.0,1.000
Raw prompt,ai4privacy-42225C,ai4privacy-test,0,0,0,0,0,0.0,1.000
